"DEPTID","HIRE_DT","ANNUAL_RT","Gross"
"A64146","3/30/2011","65009.00","62148.96"
"A70414","6/5/2017","30576.00","1570.40"
"A99006","6/11/2009","58963.00","61459.22"
"A04015","10/15/2009","19802.00","9025.15"
"A99405","7/13/2006","29994.00","28032.90"
"A06012","9/27/2004","44594.00","45744.08"
"A50204","10/29/1979","49790.00","49110.71"
"A65072","10/10/2012","5512.00","3105.10"
"A91015","9/9/1997","45348.00","41803.03"
"P04001","6/16/2015","20800.00","12345.00"
"A29045","11/18/1996","118700.00","116372.28"
"A99093","2/29/2000","78289.00","110837.84"
"A52002","7/3/2006","35949.00","35367.34"
"A38004","2/26/1986","53012.00","53765.07"
"A01001","1/2/2017","63240.00","28849.42"
"C90786","4/5/2007","10864.00","10429.09"
"A64004","3/20/2006","69761.00","83660.44"
"A50401","2/10/1986","61279.00","61709.47"
"A50602","10/19/1987","39790.00","61020.93"
"A64462","3/20/2006","69802.00","106554.88"
"A99125","11/10/2008","70051.00","39562.13"
"A99162","8/13/1999","78988.00","98673.28"
"A65072","3/15/2010","5512.00","178.15"
"A06014","3/7/2005","50419.00","49868.65"
"A99364","3/30/2006","33352.00","31787.90"
"A99405","8/9/1971","29994.00","19250.96"
"A02002","11/19/2005","44594.00","17883.58"
"A29011","3/18/2013","75100.00","35195.17"
"A73001","4/10/2014","8062.00","8001.63"
"A50602","11/21/1993","33176.00","45262.81"
"A29004","4/24/2017","67218.00","10138.48"
"B49410","2/20/1990","34091.00","44238.08"
"A38004","4/30/2009","52020.00","61237.87"
"A03026","11/24/2014","42035.00","41423.98"
"A29001","7/3/2017","47947.00","47947.00"
"A99005","4/20/2011","66784.00","72955.99"
"A50307","6/24/2006","32975.00","44182.00"
"A99309","2/8/2000","104506.00","112780.05"
"A02002","7/2/2005","65238.00","64450.97"
"A99416","2/27/2017","48971.00","14393.95"
"A99360","12/6/1993","126378.00","120087.62"
"A99386","6/19/2006","33352.00","35268.32"
"A50701","6/23/2007","39343.00","30615.17"
"A32002","2/1/2016","42153.00","40097.18"
"A70415","3/29/2011","30846.00","35161.68"
"A65008","6/11/2012","59500.00","59602.85"
"A75081","12/22/2014","30560.00","34185.27"
"A50702","3/6/1986","51118.00","58296.48"
"A75042","10/18/1999","36996.00","35447.38"
"A30001","6/24/2013","91700.00","87719.68"
"A29017","1/21/2003","86900.00","85142.96"
"A64220","7/20/1987","105127.00","121493.10"
"A50401","6/13/2011","62000.00","63800.59"
"A14003","5/19/1985","45978.00","43841.73"
"A99002","1/9/2007","71412.00","82284.79"
"A64463","10/19/2016","32966.00","22048.19"
"A99408","8/29/2000","78289.00","77025.14"
"A50211","4/11/1994","47774.00","49545.25"
"A64465","8/31/2000","72140.00","102011.88"
"A50204","1/27/1997","68006.00","64436.93"
"A06073","9/13/2004","35378.00","35503.39"
"A65018","4/23/2015","6240.00","6240.00"
"A06019","3/13/2006","57278.00","53587.92"
"A99338","12/22/2010","68395.00","63390.05"
"P04001","6/19/2014","24960.00","2850.00"
"A04002","8/9/2007","44594.00","50821.50"
"A99165","4/27/2010","69373.00","70204.04"
"A83002","12/6/2012","68700.00","67528.18"
"A14005","1/19/1995","47192.00","45854.26"
"C90786","8/28/2003","10864.00","10207.20"
"A99195","11/21/2016","49088.00","27507.87"
"A99120","7/11/1994","82484.00","86635.17"
"A50609","1/30/2017","64300.00","24230.80"
"A14006","7/6/1987","40137.00","40190.37"
"A49320","4/7/2009","32635.00","34006.42"
"A49310","4/15/2013","29890.00","31356.95"
"A75082","3/21/1988","48491.00","52207.93"
"A50207","5/21/2016","32975.00","35632.50"
"A29011","5/5/2015","68700.00","66862.27"
"A64464","3/20/2006","69802.00","99807.22"
"P04001","6/12/2012","20800.00","20800.00"
"A50803","4/24/2000","64264.00","64247.33"
"A31001","12/28/2007","99400.00","97776.40"
"A29011","5/6/2013","67218.00","65842.32"
"A99062","10/24/2012","49833.00","56955.37"
"A99005","8/30/2012","58963.00","71662.86"
"A99416","4/7/2017","48971.00","8663.78"
"A99164","3/28/2006","72094.00","72477.21"
"A65033","4/25/2013","31883.00","31908.09"
"A85302","8/20/2015","38381.00","38387.72"
"A06015","9/16/2013","63240.00","57659.58"
"A64229","1/15/2003","69145.00","75950.02"
"A06038","2/1/2016","42350.00","39829.83"
"A64139","12/12/2007","65009.00","70061.14"
"A75022","9/18/2000","48950.00","46181.43"
"B68060","2/7/2005","31345.00","41235.33"
"A70415","8/10/2015","30368.00","36693.20"
"A50804","6/23/2003","35949.00","41469.49"
"A50701","11/17/2008","39343.00","40149.81"
"A08010","10/20/2008","74400.00","72111.65"
"C90786","5/17/2007","10864.00","10104.99"
"A99389","12/21/1997","126378.00","119572.24"
"A64462","3/28/2001","90866.00","120024.47"
"A50211","8/9/1989","65400.00","67407.09"
"A50502","7/22/2013","30430.00","33317.42"
"A64203","2/16/1999","69515.00","71388.96"
"A50618","3/10/2008","31512.00","55989.85"
"A99396","7/15/2010","63300.00","61162.80"
"A99194","7/14/2014","60617.00","62969.80"
"A40001","9/14/2015","98800.00","98739.38"
"A64131","3/20/2006","69211.00","69731.85"
"A99160","8/12/1974","40835.00","42835.32"
"C90786","12/21/2000","11180.00","10783.33"
"A64461","6/3/2015","36263.00","37342.16"
"A54001","5/10/2010","63100.00","61512.61"
"A49507","9/19/2005","36608.00","54622.69"
"A99124","4/3/2001","77591.00","87652.22"
"A99408","4/8/1987","83881.00","81424.68"
"A50502","4/23/2007","33613.00","29640.72"
"A99225","6/23/2007","62676.00","89848.24"
"A65012","9/8/2016","34983.00","26780.02"
"A70415","8/29/2015","30368.00","31600.23"
"A99372","11/6/2008","48950.00","47017.91"
"A50204","4/28/1980","39376.00","51411.57"
"A65042","10/15/2012","34902.00","43622.08"
"A50502","10/10/2001","36295.00","39037.73"
"A29045","1/5/2015","47947.00","46924.34"
"A99372","1/21/2016","42350.00","39612.87"
"A65072","7/10/2014","5512.00","2930.90"
"A99422","6/14/2006","72094.00","96013.70"
"A08008","3/3/1995","51692.00","51905.71"
"A99094","6/11/2012","66122.00","100957.86"
"A50207","5/7/2016","32975.00","36052.21"
"A99064","9/29/1997","93244.00","122802.03"
"C90786","10/12/2006","10864.00","10461.33"
"P04002","6/4/2015","19240.00","2478.01"
"A50209","5/19/2008","33927.00","44698.55"
"A04002","12/13/2007","36055.00","37194.27"
"A91018","9/3/2015","23920.00","8543.98"
"A29004","1/29/2001","58946.00","57903.52"
"A99308","8/10/2006","29994.00","17304.25"
"A99063","11/13/2008","70051.00","117534.46"
"A99322","4/2/1997","133110.00","120609.63"
"A99193","10/9/2007","70735.00","74083.77"
"A49105","9/2/2009","95200.00","93767.20"
"A99312","2/25/1993","83184.00","86538.86"
"A04011","7/18/2016","24960.00","10740.00"
"A99032","6/29/2009","66122.00","102376.97"
"A50701","12/21/2015","31765.00","30025.98"
"A73001","5/26/2015","69200.00","68514.73"
"A64142","1/19/2011","78683.00","86990.51"
"A99005","8/13/2012","66122.00","74138.66"
"A75004","3/13/2006","63300.00","59621.13"
"B70410","1/22/2007","32448.00","37873.46"
"A31003","7/6/2015","55610.00","54216.21"
"A37002","1/16/2016","22350.00","22350.00"
"A37002","4/15/1994","42250.00","64600.12"
"A38001","10/18/1982","53012.00","56473.99"
"A85001","12/29/1983","40683.00","38978.08"
"A50212","8/16/1993","36981.00","36304.77"
"A50204","10/7/1980","39376.00","40712.65"
"A75029","2/23/2015","37415.00","35673.10"
"A70414","9/28/2015","29453.00","34268.23"
"A99033","7/25/2006","72775.00","75030.70"
"A50602","8/31/2015","29453.00","43681.00"
"C90786","1/31/1992","11812.00","10932.31"
"A31001","7/23/2012","64400.00","42402.32"
"A99190","9/27/1999","78988.00","92236.68"
"A50602","9/16/2013","30430.00","48691.27"
"A90201","1/15/2015","32718.00","32633.27"
"A64133","11/13/1989","80801.00","83052.25"
"A99033","4/4/1995","81784.00","83479.73"
"A64208","7/20/1987","80313.00","92267.96"
"B70346","1/16/2007","33613.00","34433.35"
"A70414","7/6/2015","31221.00","33010.57"
"A85001","2/2/2006","40279.00","48435.91"
"A88001","2/2/1995","40730.00","42086.51"
"A99334","8/13/2002","76892.00","121339.59"
"A99386","9/28/2006","69900.00","68637.75"
"A40002","4/7/2007","38488.00","40516.94"
"B49308","10/10/2006","31345.00","35621.61"
"A99094","11/3/2008","71742.00","78644.15"
"A67009","6/2/2007","45710.00","40807.68"
"P04002","5/27/2017","20800.00","4010.00"
"A84402","6/23/2005","33352.00","40917.28"
"A49507","4/23/2007","30430.00","42112.66"
"A50306","12/11/1995","35568.00","32019.53"
"A70105","2/22/2005","43447.00","46220.63"
"A99322","1/25/2011","68395.00","98925.70"
"A75012","7/6/2004","59808.00","57056.32"
"A99035","5/29/2012","67719.00","78747.01"
"A99335","11/23/1998","92831.00","122408.13"
"A99094","6/5/2001","77591.00","111190.94"
"A64151","12/12/2007","65009.00","69374.59"
"A30002","6/16/2007","122400.00","98326.78"
"A70404","5/1/2008","53284.00","53258.63"
"A99263","7/25/1996","81784.00","92533.76"
"A50701","7/23/2012","39343.00","36204.09"
"A75084","7/7/2014","29138.00","29391.50"
"A75070","9/25/2017","45755.00","45755.00"
"A16001","12/22/2014","86700.00","116663.96"
"A64210","11/13/2006","68793.00","72841.80"
"A50509","6/7/2004","41182.00","43797.46"
"A06009","8/30/2010","81000.00","80964.37"
"A99005","3/12/2013","49833.00","65772.36"
"A64123","7/20/1987","121220.00","123896.85"
"A99004","3/27/2012","66122.00","70116.71"
"A75072","11/12/2001","35360.00","1833.11"
"A64301","10/19/2011","65009.00","64467.62"
"A06019","8/15/2016","67218.00","55761.60"
"A06034","10/26/2015","44092.00","38386.83"
"A50803","10/30/1989","81300.00","80073.32"
"A99302","6/2/2005","90000.00","94493.81"
"A99415","4/7/1997","80387.00","145058.63"
"A99224","10/31/2012","62676.00","70203.47"
"A64206","1/19/2011","65009.00","71083.33"
"A64220","7/6/2011","65009.00","65672.02"
"A06043","3/28/2005","50419.00","47793.56"
"A70402","6/19/2017","29120.00","29120.00"
"A70103","7/2/2013","43887.00","36978.82"
"A04009","6/1/2017","24960.00","24960.00"
"A38002","8/19/1999","62757.00","59138.08"
"A38004","12/29/2008","54026.00","56776.93"
"A99337","5/9/1995","81784.00","100935.77"
"A64463","12/13/2004","69802.00","82385.27"
"A50207","9/29/1980","46693.00","55953.53"
"A49104","9/16/2002","51888.00","55664.22"
"A31009","2/3/1983","61279.00","60111.22"
"A65092","1/26/2017","63200.00","23846.10"
"A50307","8/5/1991","57198.00","99511.51"
"A50638","1/14/2010","36769.00","51308.16"
"A08011","5/18/2015","31045.00","33035.61"
"A99322","7/18/2000","89178.00","151097.80"
"A49308","9/20/2004","31345.00","37165.06"
"A65030","2/14/2002","110100.00","109731.14"
"A64139","9/17/1990","78527.00","81571.65"
"A91014","9/28/2017","32975.00","32975.00"
"A50307","3/30/2015","33924.00","51097.19"
"A99372","7/7/1994","57221.00","88103.68"
"A49310","5/5/2008","31782.00","31617.17"
"A08004","10/20/2008","63900.00","62584.99"
"A91012","6/11/2014","42602.00","35746.27"
"A14008","5/19/1997","43580.00","50189.05"
"A99386","5/30/2017","38915.00","1330.33"
"A64604","11/20/2008","45083.00","55100.73"
"A64464","9/23/2015","36263.00","44000.48"
"A65531","7/28/2016","33803.00","29055.18"
"A64003","6/5/2013","37320.00","35847.37"
"A31001","8/14/2017","39800.00","39800.00"
"A49104","1/21/1987","69721.00","67333.38"
"A99095","6/13/1994","82484.00","105784.66"
"A64463","8/20/2014","67952.00","60149.21"
"A06031","6/20/2011","46920.00","47072.20"
"A99312","1/28/2003","74134.00","94635.89"
"A50208","7/18/2005","41821.00","48774.88"
"A64460","3/28/2001","75226.00","82133.34"
"A41116","10/6/1986","51843.00","50703.77"
"A99323","9/5/2017","47000.00","47000.00"
"A83001","2/18/2015","91900.00","89964.23"
"A99398","11/20/2000","77591.00","108157.15"
"A99160","12/15/2003","73454.00","71117.49"
"A64114","11/10/2010","65009.00","75135.65"
"A91013","6/7/2011","29371.00","28955.45"
"A99395","9/19/1994","42250.00","40680.20"
"A50550","1/13/1997","34320.00","40664.32"
"A99415","10/3/1996","81086.00","100582.10"
"A99063","7/11/1994","95689.00","120227.77"
"A75010","8/16/2004","25709.00","10237.17"
"A99347","9/29/2005","84548.00","111547.89"
"A64131","9/13/2000","71461.00","80758.75"
"A64218","9/23/2015","47950.00","43342.58"
"A04002","6/28/2007","37137.00","34861.91"
"A50211","3/1/2004","45144.00","47068.49"
"A64143","3/15/1993","74021.00","77862.80"
"A49104","11/7/1988","54826.00","55731.66"
"A99060","10/30/1989","48491.00","51170.73"
"A99322","1/3/2001","77591.00","82865.55"
"P04001","7/2/2013","20800.00","2405.00"
"A50602","6/15/1998","42381.00","77775.71"
"A18001","12/29/2011","86000.00","81384.53"
"A99263","8/27/2008","70735.00","79388.00"
"A50803","7/23/2007","44594.00","43870.19"
"A50603","1/27/1997","62347.00","120814.09"
"A65096","8/25/2015","55574.00","54127.54"
"A85302","5/26/1986","40137.00","38794.82"
"A49505","1/30/1991","57198.00","76963.11"
"A04015","6/24/2006","19802.00","11971.66"
"A30001","3/21/2011","57121.00","50692.87"
"A85302","6/22/2003","43447.00","53115.91"
"A01001","7/17/2017","49920.00","49920.00"
"A49104","3/14/2005","62445.00","65925.18"
"A03026","6/6/2016","65500.00","64216.14"
"A50509","10/9/2001","32260.00","70112.07"
"A30001","8/11/1986","49790.00","48197.27"
"A99405","12/19/2016","29994.00","13612.67"
"A65026","2/3/2017","29494.00","6551.08"
"A64105","11/13/1989","78527.00","88361.86"
"A06004","5/21/1998","77100.00","76201.38"
"A64133","8/19/1996","74021.00","76939.67"
"A49104","7/17/1990","67902.00","82940.13"
"A99415","8/24/2004","77591.00","78477.18"
"A99033","11/30/2010","66784.00","97957.77"
"A52001","2/28/2009","117000.00","117104.82"
"A64465","9/23/2015","36263.00","38283.32"
"A99164","3/22/1991","110618.00","111236.60"
"A99261","1/2/1996","92393.00","95576.17"
"A64143","3/30/2011","65009.00","75218.72"
"A50209","10/30/1975","51281.00","55399.25"
"A64153","11/27/2000","65009.00","74348.27"
"A99324","9/16/1982","40137.00","58309.25"
"A99033","4/11/2016","49088.00","52153.12"
"A99405","2/22/1983","29999.00","17768.68"
"A99425","5/2/2011","66784.00","92242.23"
"A99265","4/20/2011","68395.00","85782.88"
"A37001","12/15/2014","74000.00","74000.16"
"A65201","6/24/2002","44100.00","42662.10"
"A99097","4/24/2001","90000.00","112462.53"
"A23001","2/10/1973","88300.00","87621.49"
"A50204","4/27/2015","31482.00","28426.38"
"A91012","7/9/2012","63300.00","61153.54"
"A24001","11/12/2013","87360.00","8631.00"
"A99305","1/13/2005","72775.00","85347.36"
"C90786","8/29/2001","11180.00","10828.32"
"A50606","5/1/1994","44257.00","86321.02"
"A50803","5/14/2001","38873.00","41921.94"
"A99362","6/8/2007","38488.00","44158.86"
"A64462","6/3/2015","36263.00","41978.21"
"A65508","6/1/2015","40495.00","32608.88"
"A64131","1/19/2011","65009.00","66213.33"
"A01001","6/26/1978","68800.00","67870.59"
"A02001","12/8/2016","67756.00","35606.79"
"A49310","11/10/1997","37500.00","35676.74"
"A70402","6/7/2011","29453.00","27984.73"
"A31001","3/17/2014","52424.00","46713.40"
"A70415","4/18/2013","30846.00","40853.54"
"A50208","5/7/2016","32975.00","40374.00"
"A70415","1/8/2014","30368.00","34984.68"
"A70105","2/10/1986","61279.00","64654.93"
"A65006","2/13/2014","43295.00","42002.08"
"P83004","4/24/2017","20800.00","745.45"
"A65037","9/1/1996","35294.00","47676.33"
"A04008","5/17/2007","40542.00","44781.86"
"A99193","8/24/2015","49833.00","58826.44"
"A65042","6/4/2015","37348.00","45191.29"
"A90201","2/2/2004","34016.00","39807.66"
"A50602","5/14/1984","36192.00","40383.86"
"A38004","6/27/1991","55056.00","50789.03"
"A17001","4/23/2007","76100.00","71644.77"
"A09001","2/13/2017","42153.00","14749.49"
"A75077","5/23/2005","50419.00","47909.12"
"A64139","9/17/1990","89515.00","90494.89"
"A99035","5/16/2016","49088.00","50264.42"
"A06014","9/29/2003","57278.00","57508.24"
"A50701","12/17/1998","42381.00","44054.78"
"A49103","1/17/1983","69721.00","69440.66"
"A41103","12/19/2016","80600.00","39081.77"
"A64462","5/18/2016","45895.00","57393.56"
"A99386","11/29/2010","63700.00","63326.86"
"A64226","11/15/2004","69145.00","84432.27"
"A64464","12/5/2001","90866.00","104247.04"
"A64152","10/19/2011","65009.00","70187.76"
"A64462","8/20/2014","67952.00","61601.55"
"A64301","3/26/1990","92778.00","107047.36"
"A50553","8/15/1994","44257.00","99098.14"
"A99091","2/14/2006","71412.00","95890.43"
"A90201","6/25/2009","38761.00","56092.32"
"A64123","1/18/2005","70674.00","76921.33"
"P04001","6/22/2015","20800.00","3090.00"
"A75005","5/16/2011","28488.00","7914.40"
"A64139","6/18/1990","105127.00","119115.15"
"A64151","1/17/2001","73473.00","84543.73"
"P04001","7/20/2009","19240.00","542.51"
"A99302","12/21/1997","81609.00","85609.08"
"A06015","10/8/1994","71700.00","71815.80"
"P04002","6/7/2016","19240.00","3196.45"
"A99005","11/4/2013","58963.00","97265.10"
"A50309","3/24/1986","50404.00","52511.47"
"A30001","4/6/2015","122000.00","119555.84"
"A50603","4/1/2002","51888.00","72130.99"
"A65072","4/20/2016","5512.00","3041.05"
"A49100","8/21/2017","143000.00","143000.00"
"A75004","9/25/2017","40495.00","40495.00"
"A64003","3/20/2006","62321.00","54656.40"
"A99002","1/21/2015","49833.00","61014.54"
"A50803","7/2/2005","62445.00","68078.78"
"A49104","10/28/1978","69721.00","77069.65"
"A06019","6/22/2009","50419.00","48353.90"
"A64142","3/20/2006","69145.00","74597.47"
"A29004","6/13/2016","67218.00","65842.34"
"A50212","2/22/1988","49089.00","52801.14"
"A90201","9/7/2006","39924.00","50379.12"
"A99161","8/24/2011","62676.00","43207.51"
"A03073","7/6/1981","79100.00","77456.13"
"A50501","10/9/2001","34236.00","48260.57"
"A65041","1/12/2017","42153.00","17484.06"
"A29011","8/12/2006","69035.00","59436.88"
"A88001","7/9/2015","50023.00","46004.12"
"A50304","8/5/2002","54134.00","53174.72"
"A29004","10/27/1986","51843.00","49196.85"
"P04001","8/30/2008","19240.00","7470.00"
"A65027","2/21/2008","46939.00","47074.60"
"A01001","4/4/2016","59500.00","74621.90"
"A29006","6/14/2004","91800.00","88831.55"
"A38006","12/1/2005","55928.00","53582.66"
"A64142","6/23/2007","47950.00","60246.10"
"A65096","1/7/2003","60138.00","60399.12"
"A64603","2/25/1985","60580.00","91896.05"
"A41101","12/27/1977","58730.00","57579.04"
"A99347","5/11/1995","81784.00","92736.15"
"A50209","7/18/2005","45144.00","47514.47"
"A38002","6/13/1996","47192.00","55043.99"
"A99034","11/21/1999","92086.00","103854.16"
"C90786","1/30/1988","11812.00","10857.18"
"A99193","10/21/1999","78289.00","120610.56"
"A04009","5/15/2000","27040.00","11670.36"
"A50301","8/24/2009","34902.00","33880.31"
"A49101","8/20/2009","54709.00","53721.77"
"A06009","12/29/2008","63300.00","63252.00"
"A50803","7/6/2015","29494.00","29974.48"
"A99195","6/21/1988","98569.00","132745.98"
"A49335","5/15/1997","35518.00","43700.86"
"P04001","6/20/2015","20800.00","20800.00"
"P04001","5/27/2017","27040.00","27040.00"
"A50701","10/27/2014","29890.00","36977.20"
"P04001","6/21/2008","24960.00","13893.96"
"A70105","11/21/2005","34228.00","35110.73"
"A06032","2/7/2011","53284.00","52310.20"
"A64130","6/24/2006","47950.00","55709.20"
"A91018","2/24/2000","23920.00","10051.64"
"A70415","9/14/2015","30368.00","27037.08"
"A64466","3/28/2001","75226.00","81893.83"
"A50502","3/28/1994","34840.00","34861.79"
"A50606","8/5/2002","32260.00","51914.59"
"A65102","7/1/2007","26680.00","26767.62"
"A04004","3/31/2007","36055.00","39844.29"
"A06041","9/14/1973","57274.00","56797.76"
"A64464","5/18/2016","32966.00","41224.35"
"A68008","1/20/2015","29453.00","34562.50"
"A99170","8/30/1995","94848.00","131687.22"
"A75054","1/18/1978","56295.00","59194.90"
"A29022","8/18/2014","59643.00","51227.27"
"A64210","7/6/2011","65009.00","73132.63"
"A03073","4/24/2017","63200.00","9538.44"
"A29001","2/6/2017","142800.00","51153.89"
"A49103","12/8/2014","63600.00","62705.77"
"B49320","10/17/1994","33176.00","33074.44"
